["Port 1","LEFT"]
["Port 2","LEFT"]
["Port 3","RIGHT"]
["Port 4","RIGHT"]
("Port 1","mode 1",1,"Port 1",1,"transmission")
(22, 3)
2.3735106102279362e+14 7.8177734749017880e-01 -4.7665204860984744e+01
2.3830879014308425e+14 7.6726476679164901e-01 -5.0555650031006870e+01
("Port 2","mode 1",1,"Port 4",1,"transmission")
(22, 3)
2.2011193685756241e+14 1.3092986096141651e-01 2.8099189370833857e+00
2.2106966597785303e+14 1.6862439609349839e-01 -8.1884891589598802e-02
2.2202739509814366e+14 2.0493469155935937e-01 -2.9730378589721793e+00
2.2298512421843428e+14 2.3999510825699832e-01 -5.8644648881683112e+00
2.2394285333872491e+14 2.7370934628798499e-01 -8.7567549810949696e+00
2.2490058245901553e+14 3.0585083761621862e-01 -1.1649526846193439e+01
2.2585831157930616e+14 3.3630744625803710e-01 -1.4541909027676711e+01
2.2681604069959678e+14 3.6526556464660515e-01 -1.7433226401913625e+01
2.2777376981988741e+14 3.9307120108197147e-01 -2.0323524347550109e+01
2.2873149894017803e+14 4.2002086848967690e-01 -2.3213459370735407e+01
2.2918744246397328e+14 4.3258127122101525e-01 -2.1598122101063289e+01
2.2923328453667334e+14 4.3383388040988735e-01 -2.1435717571067862e+01
2.2968922806046862e+14 4.4618771211652264e-01 -1.9820532287685218e+01
2.3064695718075925e+14 4.7144168897911276e-01 -2.2711452272210931e+01
2.3160468630104988e+14 4.9562807320200786e-01 -2.5602934790993505e+01
2.3256241542134050e+14 5.1866757231973248e-01 -2.8494695948389548e+01
2.3352014454163112e+14 5.4057394787751900e-01 -3.1386493579767631e+01
2.3447787366192175e+14 5.6141308458493899e-01 -3.4278173031554992e+01
2.3543560278221238e+14 5.8127158295903592e-01 -3.7169675049944480e+01
2.3639333190250300e+14 6.0019864062256278e-01 -4.0061007401321703e+01
2.3735106102279362e+14 6.1820872877307786e-01 -4.2952138559289828e+01
2.3830879014308425e+14 6.3536827267156881e-01 -4.5843026075502195e+01
("Port 3","mode 1",1,"Port 1",1,"transmission")
(22, 3)
2.2011193685756241e+14 1.3092625451446369e-01 2.8098649319319202e+00
2.2106966597785303e+14 1.6862120435770936e-01 -8.1923369511196609e-02
2.2202739509814366e+14 2.0493176781233249e-01 -2.9730841567838815e+00
2.2298512421843428e+14 2.3999266113902995e-01 -5.8644999859632643e+00
2.2394285333872491e+14 2.7370331527209280e-01 -8.7567748563843271e+00
2.2490058245901553e+14 3.0584622680295326e-01 -1.1649536306471248e+01
2.2585831157930616e+14 3.3630493000796863e-01 -1.4541902643484296e+01
2.2681604069959678e+14 3.6526331930762768e-01 -1.7433221107201046e+01
2.2777376981988741e+14 3.9307170295489691e-01 -2.0323521605177266e+01
2.2873149894017803e+14 4.2001920872953152e-01 -2.3213455703868906e+01
2.2918744246397328e+14 4.3257851128745894e-01 -2.1598120179223827e+01
2.2923328453667334e+14 4.3383104413238960e-01 -2.1435715860456895e+01
2.2968922806046862e+14 4.4618439484296385e-01 -1.9820532729685780e+01
2.3064695718075925e+14 4.7143865902377474e-01 -2.2711455984316444e+01
2.3160468630104988e+14 4.9562223866508409e-01 -2.5602944349752928e+01
2.3256241542134050e+14 5.1865866509961156e-01 -2.8494714766302828e+01
2.3352014454163112e+14 5.4056429527249483e-01 -3.1386522495819854e+01
2.3447787366192175e+14 5.6139867285622702e-01 -3.4278215039906073e+01
2.3543560278221238e+14 5.8125013243054824e-01 -3.7169730670532381e+01
2.3639333190250300e+14 6.0017275286172489e-01 -4.0061075531733010e+01
2.3735106102279362e+14 6.1817772684782346e-01 -4.2952222989692366e+01
2.3830879014308425e+14 6.3532841742383472e-01 -4.5843127523552063e+01
("Port 3","mode 1",1,"Port 2",1,"transmission")
(22, 3)
2.2011193685756241e+14 9.8970613181404565e-01 -1.9037408478673397e+00
2.2106966597785303e+14 9.8408533285211497e-01 -4.7949087478933397e+00
2.2202739509814366e+14 9.7684739846293445e-01 -7.6861178289762577e+00
2.2298512421843428e+14 9.6837938037541815e-01 -1.0577106697119479e+01
2.2394285333872491e+14 9.5909165875451474e-01 -1.3467908413851520e+01
2.2490058245901553e+14 9.4920505823670653e-01 -1.6358733102338086e+01
2.2585831157930616e+14 9.3874379304713862e-01 -1.9249742392541300e+01
2.2681604069959678e+14 9.2767406966602883e-01 -2.2140961232967655e+01
2.2777376981988741e+14 9.1601223712184243e-01 -2.5032290998780947e+01
2.2873149894017803e+14 9.0389567905041812e-01 -2.7923635073796607e+01
2.2918744246397328e+14 8.9802084053294340e-01 -2.6308895635694228e+01
2.2923328453667334e+14 8.9742675761124968e-01 -2.6146545722543319e+01
2.2968922806046862e+14 8.9149516793457806e-01 -2.4531840208798656e+01
2.3064695718075925e+14 8.7887864427298079e-01 -2.7423397144704694e+01
2.3160468630104988e+14 8.6598784944074314e-01 -3.0315182019633326e+01
2.3256241542134050e+14 8.5274519416778738e-01 -3.3207158000562053e+01
2.3352014454163112e+14 8.3911820304564622e-01 -3.6099200733281812e+01
2.3447787366192175e+14 8.2512195747117545e-01 -3.8991166204473373e+01
2.3543560278221238e+14 8.1083612333763555e-01 -4.1882915192926738e+01
2.3639333190250300e+14 7.9633687811655574e-01 -4.4774326226209027e+01
2.3735106102279362e+14 7.8173939077095256e-01 -4.7665284771398639e+01
2.3830879014308425e+14 7.6721811583388255e-01 -5.0555750510197754e+01
("Port 3","mode 1",1,"Port 3",1,"transmission")
(22, 3)
2.2011193685756241e+14 2.8765454876694125e-03 2.6845359946584075e+00
2.2106966597785303e+14 1.0524616108822963e-02 3.0469945267535832e+00
2.2202739509814366e+14 7.6901933892855549e-03 3.3955073944637362e+00
2.2298512421843428e+14 1.9704963856175726e-03 6.0879963587024042e+00
2.2394285333872491e+14 6.1575983832471452e-03 6.8756177635439144e+00
2.2490058245901553e+14 2.5409446686961998e-03 7.3148263144584886e+00
2.2585831157930616e+14 1.9960428804195554e-03 4.2932957105770653e+00
2.2681604069959678e+14 7.6550344240981132e-04 5.2645877066100688e+00
2.2777376981988741e+14 3.5198601060382651e-03 7.9356363611398795e+00
2.2873149894017803e+14 2.9716944169525025e-03 8.6449378032416906e+00
2.2918744246397328e+14 5.3139457883314501e-03 9.7863227214674566e+00
2.2923328453667334e+14 5.3509999624427561e-03 9.9167715859305829e+00
2.2968922806046862e+14 3.3899785722059390e-03 1.1066739933974839e+01
2.3064695718075925e+14 5.8655230889883333e-03 1.1822865841877357e+01
2.3160468630104988e+14 2.8923569115448431e-03 1.2646262603584137e+01
2.3256241542134050e+14 2.4868784879337729e-03 1.5122373093742668e+01
2.3352014454163112e+14 2.4753189473794824e-03 1.6106657692418295e+01
2.3447787366192175e+14 1.4582921930621437e-03 1.8548885565226360e+01
2.3543560278221238e+14 2.3715631847673726e-03 1.9976578157901514e+01
2.3639333190250300e+14 2.7159552500203377e-03 2.1862485271386735e+01
2.3735106102279362e+14 4.2317446900529097e-03 2.3108790988593370e+01
2.3830879014308425e+14 3.7256376305154996e-03 2.4434204050508960e+01
("Port 3","mode 1",1,"Port 4",1,"transmission")
(22, 3)
2.2011193685756241e+14 1.9023890551911218e-03 2.8724211613428450e+00
2.2106966597785303e+14 1.8481703975627446e-03 2.1308759479844714e+00
2.2202739509814366e+14 1.8594420485389166e-03 1.1123149089434281e+00
2.2298512421843428e+14 1.8152024514182840e-03 3.3153758213939610e-01
2.2394285333872491e+14 1.3447960818028517e-03 -7.6405917661669465e-01
2.2490058245901553e+14 1.3011200939698833e-03 -1.8617909695043593e+00
2.2585831157930616e+14 8.6964478894766787e-04 -3.3656133602090121e+00
2.2681604069959678e+14 1.5100044114989670e-03 -4.7026513969772257e+00
2.2777376981988741e+14 1.5735003556360523e-03 -5.7637280420552086e+00
2.2873149894017803e+14 2.3550130708441899e-03 -6.8737553669012161e+00
2.2918744246397328e+14 2.1956948630369641e-03 -4.2483525269997324e+00
2.2923328453667334e+14 2.2075302272170625e-03 -3.9701482886824979e+00
2.2968922806046862e+14 2.6903521051907372e-03 -1.3101729167329608e+00
2.3064695718075925e+14 2.6523073109135514e-03 -2.3390581744262957e+00
2.3160468630104988e+14 3.1046221534910298e-03 -3.2138631991818460e+00
2.3256241542134050e+14 2.5130381751791572e-03 -4.1095828840607673e+00
2.3352014454163112e+14 2.3379961672153962e-03 -5.3109898197299428e+00
2.3447787366192175e+14 1.9602135198206684e-03 -6.3890629279819775e+00
2.3543560278221238e+14 2.0548606318266760e-03 -7.8980377922432341e+00
2.3639333190250300e+14 2.6287545316067379e-03 -8.9645305162628848e+00
2.3735106102279362e+14 3.0242341143857242e-03 -1.0103111321451049e+01
2.3830879014308425e+14 3.8976596331301997e-03 -1.1022756113932719e+01
("Port 4","mode 1",1,"Port 1",1,"transmission")
(22, 3)
2.2011193685756241e+14 9.8970616802539790e-01 -1.9037408164568015e+00
2.2106966597785303e+14 9.8408541634065527e-01 -4.7949087513380562e+00
2.2202739509814366e+14 9.7684768073703332e-01 -7.6861178780454420e+00
2.2298512421843428e+14 9.6837960011064828e-01 -1.0577106626688751e+01
2.2394285333872491e+14 9.5909177620905284e-01 -1.3467908343613159e+01
2.2490058245901553e+14 9.4920507218373629e-01 -1.6358733160812669e+01
2.2585831157930616e+14 9.3874386034932777e-01 -1.9249742453419774e+01
2.2681604069959678e+14 9.2767419385428107e-01 -2.2140961243770541e+01
2.2777376981988741e+14 9.1601218000622209e-01 -2.5032291005798548e+01
2.2873149894017803e+14 9.0389564643683851e-01 -2.7923635255237595e+01
2.2918744246397328e+14 8.9802096362763728e-01 -2.6308895666653591e+01
2.2923328453667334e+14 8.9742687700840096e-01 -2.6146545725002913e+01
2.2968922806046862e+14 8.9149508707319236e-01 -2.4531840112788039e+01
2.3064695718075925e+14 8.7887867759930516e-01 -2.7423397403261390e+01
2.3160468630104988e+14 8.6598806237744741e-01 -3.0315182018932560e+01
2.3256241542134050e+14 8.5274556726576090e-01 -3.3207157996986560e+01
2.3352014454163112e+14 8.3911816364144654e-01 -3.6099200635808209e+01
2.3447787366192175e+14 8.2512195408601219e-01 -3.8991166187877020e+01
2.3543560278221238e+14 8.1083636715679563e-01 -4.1882915445092671e+01
2.3639333190250300e+14 7.9633684765753932e-01 -4.4774326046320681e+01
2.3735106102279362e+14 7.8173944049595401e-01 -4.7665284649721407e+01
2.3830879014308425e+14 7.6721812255662081e-01 -5.0555750397158043e+01
("Port 4","mode 1",1,"Port 2",1,"transmission")
(22, 3)
2.2011193685756241e+14 1.3092628827788794e-01 2.8098645082761902e+00
2.2106966597785303e+14 1.6862126962243182e-01 -8.1923926627133617e-02
2.2202739509814366e+14 2.0493190133406530e-01 -2.9730839528996973e+00
2.2298512421843428e+14 2.3999264659292432e-01 -5.8644995901574699e+00
2.2394285333872491e+14 2.7370318634556906e-01 -8.7567748582492353e+00
2.2490058245901553e+14 3.0584606563592170e-01 -1.1649536473817818e+01
2.2585831157930616e+14 3.3630486784707142e-01 -1.4541902900850372e+01
2.2681604069959678e+14 3.6526333151018681e-01 -1.7433220768870740e+01
2.2777376981988741e+14 3.9307163648127563e-01 -2.0323521185750366e+01
2.2873149894017803e+14 4.2001914854405664e-01 -2.3213455557072180e+01
2.2918744246397328e+14 4.3257841409091546e-01 -2.1598120231588506e+01
2.2923328453667334e+14 4.3383095058319693e-01 -2.1435715941325579e+01
2.2968922806046862e+14 4.4618440095010858e-01 -1.9820532904878643e+01
2.3064695718075925e+14 4.7143861225895672e-01 -2.2711455938043670e+01
2.3160468630104988e+14 4.9562220400430085e-01 -2.5602944585425377e+01
2.3256241542134050e+14 5.1865857654928815e-01 -2.8494714811430647e+01
2.3352014454163112e+14 5.4056438551743979e-01 -3.1386522498559135e+01
2.3447787366192175e+14 5.6139869552083088e-01 -3.4278215161333279e+01
2.3543560278221238e+14 5.8125023888945604e-01 -3.7169730434978312e+01
2.3639333190250300e+14 6.0017295695547512e-01 -4.0061074962606526e+01
2.3735106102279362e+14 6.1817735690746178e-01 -4.2952222545090457e+01
2.3830879014308425e+14 6.3532821331640044e-01 -4.5843127677728056e+01
("Port 4","mode 1",1,"Port 3",1,"transmission")
(22, 3)
2.2011193685756241e+14 1.9024719192069564e-03 2.8724592801853031e+00
2.2106966597785303e+14 1.8482102825008290e-03 2.1308631608498674e+00
2.2202739509814366e+14 1.8593781516106521e-03 1.1123129463825361e+00
2.2298512421843428e+14 1.8151209937559004e-03 3.3156993613969865e-01
2.2394285333872491e+14 1.3447578987526552e-03 -7.6407132717388870e-01
2.2490058245901553e+14 1.3010542963858545e-03 -1.8618099456916879e+00
2.2585831157930616e+14 8.6960585677921145e-04 -3.3656610533681262e+00
2.2681604069959678e+14 1.5100586174004562e-03 -4.7026568412169789e+00
2.2777376981988741e+14 1.5736152245248124e-03 -5.7637450770111620e+00
2.2873149894017803e+14 2.3550787669705318e-03 -6.8737623040283067e+00
2.2918744246397328e+14 2.1957520541469903e-03 -4.2483568833625176e+00
2.2923328453667334e+14 2.2075861654073312e-03 -3.9701527755126453e+00
2.2968922806046862e+14 2.6904022813444392e-03 -1.3101752375553026e+00
2.3064695718075925e+14 2.6523031592844875e-03 -2.3390599692209779e+00
2.3160468630104988e+14 3.1046520092493680e-03 -3.2138593303344134e+00
2.3256241542134050e+14 2.5129942025576587e-03 -4.1095831763618271e+00
2.3352014454163112e+14 2.3379216878200602e-03 -5.3110043005544458e+00
2.3447787366192175e+14 1.9601401715433502e-03 -6.3890511738876405e+00
2.3543560278221238e+14 2.0548613498948898e-03 -7.8980527436108474e+00
2.3639333190250300e+14 2.6287084969720846e-03 -8.9645485010886681e+00
2.3735106102279362e+14 3.0242193880663441e-03 -1.0103112534099846e+01
2.3830879014308425e+14 3.8976712963218092e-03 -1.1022744576526948e+01
("Port 4","mode 1",1,"Port 4",1,"transmission")
(22, 3)
2.2011193685756241e+14 2.8766289405091202e-03 2.6845459250533303e+00
2.2106966597785303e+14 1.0524519665302750e-02 3.0469960049989329e+00
2.2202739509814366e+14 7.6901619088539661e-03 3.3955039924359451e+00
2.2298512421843428e+14 1.9704587450898592e-03 6.0880783894219936e+00
2.2394285333872491e+14 6.1578553943005656e-03 6.8756047864179957e+00
2.2490058245901553e+14 2.5410257140749642e-03 7.3148484727644849e+00
2.2585831157930616e+14 1.9960296331656595e-03 4.2932768778260701e+00
2.2681604069959678e+14 7.6544161780648333e-04 5.2647861731821939e+00
2.2777376981988741e+14 3.5198167564350967e-03 7.9356439337681755e+00
2.2873149894017803e+14 2.9715233002039370e-03 8.6449465871681905e+00
2.2918744246397328e+14 5.3138674688064267e-03 9.7863221881985876e+00
2.2923328453667334e+14 5.3509432528220970e-03 9.9167722348112211e+00
2.2968922806046862e+14 3.3901470006629047e-03 1.1066779253532754e+01
2.3064695718075925e+14 5.8654722564740504e-03 1.1822883990465030e+01
2.3160468630104988e+14 2.8923817616153583e-03 1.2646314322961496e+01
2.3256241542134050e+14 2.4868928306715412e-03 1.5122389663971624e+01
2.3352014454163112e+14 2.4752867517924102e-03 1.6106632816385087e+01
2.3447787366192175e+14 1.4583781495554364e-03 1.8548956845562234e+01
2.3543560278221238e+14 2.3714856778600229e-03 1.9976710085723131e+01
2.3639333190250300e+14 2.7159018361413941e-03 2.1862570951360166e+01
2.3735106102279362e+14 4.2316474404394937e-03 2.3108822470621831e+01
2.3830879014308425e+14 3.7256964219534584e-03 2.4434250814687580e+01
